lord_id,name,alliance_id,alliance_tag,town_center,home_server,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
8828305,Coppertop,305335,WB_A,25,249,256934290,249,968386575,League of Order,-,256943070,196379686,31734406,18680998,10139200,11332791,855895713,623,437148,159783,756,2387439175,1230490523,707908380,4064972917,111,2950508370,611,91347,35898199057,31498459142,7749756047,17562085209,-,456620134,418238839,22091871,10351533,60727853
4112725,Iconknick,302194,TFS,25,40,256602998,24065,1258089622,Springwardens,-,256604378,194693874,31734406,18680998,11493720,4894898,880222335,1256,229573,309085,754,668545480,419879145,362829299,3637346067,686,778873951,171,105435,11128927765,10866580836,5844007193,6130809150,-,650317569,441895741,57570181,24884510,82869713
3078500,Аnf,339030,wAo,25,92,255699583,24065,1728233668,League of Order,-,260652666,193487194,31732531,18680998,11798860,11641343,828839167,1775,226843,425678,2180,703439395,553359414,779170516,3638201917,526,947580347,223,180907,28590523105,21741959218,17433727465,16281403187,-,1022682238,478891435,28208103,32265400,164496834
1661778,ᶠᴮᶦ Camel Balls,275330,BTX',25,99,254341081,24065,1717685701,League of Order,-,286368321,192151167,31734406,18680998,11774510,14588577,1290678218,633,483159,328426,864,384981998,255594357,183521660,1947331901,41,1887572412,388,103047,29930410627,29644758485,18638351404,18925751351,-,999286258,566011770,13377511,6852656,131708166
5878380,Pingᴰᴱᴹᴼᴺァ,275330,BTX',25,99,253992712,24065,1165556360,League of Order,-,253992712,194190728,31734406,18680998,9386580,3636327,765879414,471,339452,251014,639,496356373,285395352,156008305,1422820611,236,10448630918,2293,138484,18175921795,16551344238,8719854500,9875833836,-,363587355,675676510,9071076,2581418,114439276
10274409,Immortalized,305335,WB_A,25,249,252619012,24065,1164319094,League of Order,-,262318042,191281308,31734406,18680998,10922300,2589912,504000265,816,101755,375439,389,505651906,349442078,538018559,2801362742,331,84525729,18,71211,20975791145,17247601274,13631060025,12924395558,-,580561117,532629019,4708883,3237029,43039263
11288601,The Hippie72,339030,wAo,25,92,252253792,24065,740279788,Wilderburg,-,252334352,190248508,31734406,18680998,11589880,6810668,519112306,321,178551,102646,445,1256535790,1303654398,598863027,1471899592,242,2870780626,578,98154,34994219029,37757917009,21925379244,23534666854,-,231585289,466502094,8601261,2016055,31195491
9672839,神 사 신,305335,WB_A,25,249,250269775,24065,1403706836,Wilderburg,-,272177375,189154831,31734406,18680998,10699540,11755898,1048134530,7054,494523,209620,765,73203682,100793059,23072075,4422721387,194,10453306230,2163,92584,34176151845,36095110570,14150021916,18693451491,-,500366506,702542304,84084338,39147666,70549885
1177146,ᵗᶠˢMINI69,302194,TFS,25,40,250212074,24065,1445309881,League of Order,-,264966264,188665060,31734406,18680998,11131610,4449583,750068136,714,200990,360453,369,272782721,70068421,125113920,1146331214,67,1451751250,326,73616,14931388583,13679369923,12870462453,10103657844,-,584709275,732878224,20543366,13546495,93041096
11237273,ʚɞꜰɪꜰɪᴅᴏʚɞ,305335,WB_A,25,249,248556436,24065,983998829,League of Order,-,261528976,188707762,31734406,18680998,9433270,7971443,658118351,686,232340,247937,213,940537975,768750962,327323687,3526163627,1967,871738671,179,54229,14248014715,13428549270,8454426284,8261318676,-,431108115,463339827,16644797,5218846,67411260
3206448,Untilting,275330,BTX',25,99,247741312,24065,819587145,League of Order,-,247741312,187674488,31734406,18680998,9651420,7023096,498543782,311,169056,388203,836,893310096,933298996,782839865,2113077135,44,77299019,77,122248,15736575095,15314802516,7401709686,9822377897,-,536376110,184703350,6073440,4684747,87426195
4280857,Narr,275330,BTX',25,99,247451134,24065,1254848677,League of Order,-,247451134,184840780,31734406,18680998,12194950,908712,646137602,58,214717,234308,271,545608095,418274518,270199872,1142607644,270,5821401555,1213,65795,11107542047,10286209131,4988401839,5147854927,-,403297169,694089111,61864202,49852018,45652628
11409269,진 수,305335,WB_A,25,249,246812334,24065,1361484607,League of Order,-,326201611,182700190,31734406,18680998,13696740,19137738,1040611911,678,497617,334252,1068,545965286,363062462,283173938,1089917871,-,760251890,158,142932,46008858926,42943738232,20141466391,27721662467,-,893500743,374604684,8778927,5209827,79089401
9757969,ᴵᴿᴼᴺ TESLA,305335,WB_A,25,249,246321669,24065,1246981882,League of Order,-,253225469,184629960,31732531,18680998,11278180,8868058,835851992,752,171553,481986,676,2683314147,1781790895,1533139423,6483505245,2364,783000000,157,215895,30091672127,22364866390,23422631691,18252655485,-,800388142,381398655,4000765,3905660,57089396
7340455,ˢᵘⁿⁿʸkjksm,302194,TFS,25,40,244285802,24065,1760463634,League of Order,-,285892655,182697388,31734406,18680998,11045010,7710336,1063949439,1245,338935,421406,914,447480530,679536890,487826046,6856332655,1714,8185572378,1672,143213,28969002768,27719243664,19118199258,17487212801,-,682168502,928970671,35631502,16914384,96296322
11247479,ᴵᴿᴼᴺ 서틸로,305335,WB_A,25,249,243955692,24065,1035117680,League of Order,-,248993562,182968248,31734406,18680998,10572040,6646430,719286447,460,303568,247519,446,1016916834,738904442,377470357,3493950300,273,548259063,134,85978,26755759975,26198890337,13246530963,16242937165,-,410677851,506136193,50655055,17238087,49820813
20419798,РUTINᴳᴼᴰ,240040,NTS,25,49,243377430,24065,1230660479,League of Order,-,333106150,181291221,31732531,18680998,11672680,8644191,297803405,4406,63870,88588,443,63556727,58494363,47909257,544427148,144,1812462369,367,43748,40163189308,38643551740,20759999829,24636198620,-,90300140,994145598,72383783,27593042,42997205
13502683,Caronos,267593,NxW,25,375,242776915,24065,608256101,Wilderburg,-,242781615,181017006,31732531,18680998,11346380,5825352,483859197,407,155092,143543,619,2129710005,2002743562,1207999492,2944270096,20,202956090,45,73685,24982038629,21835470243,15351313249,15341356603,-,272077739,291275873,12103564,4037748,28407846
5390332,ᴍᴇᴏ,275330,BTX',25,99,240267993,24065,883054559,League of Order,-,266756233,178317299,31734406,18680998,11535290,9750407,768482741,1523,197611,223865,859,1463276550,764994481,1091307697,2906363439,156,5141211923,1146,99649,26768796979,22234785906,16959376383,15463757550,-,528587752,201548906,8017047,9843901,134579014
2185658,ˢᶦᵍᵐᵃ Axiless,240040,NTS,25,49,239354277,24065,1322042877,League of Order,-,239428097,179146773,31734406,18680998,9792100,3525596,723683569,548,157721,364323,432,74573129,74589008,141010165,2261624902,10,2168689120,455,49002,16788776932,16366702399,5870048937,8859636767,-,473259756,630125148,37927665,25599456,151895145
2122130,ShutDown,339030,wAo,25,92,238992278,24065,2097405453,League of Order,-,273618058,176785524,31734406,18680998,11791350,9885205,883762457,1273,151911,546019,1930,2907293119,2651404860,1842541470,5939891735,117,4287823796,868,137595,23964547799,22043005447,18010944538,14027352114,-,1085834367,829395645,26172487,12289978,143022311
10674190,EZ ʷᴬᵒ,339030,wAo,25,92,238470009,24065,1753317129,Springwardens,-,270464229,175532665,31734406,18680998,12521940,18425819,1028317974,2540,222513,457610,2054,348777536,256675751,137916190,1245974981,954,18384692241,3704,132662,45068676216,45222244408,32367779095,25614429348,-,892198931,647198950,34613490,22122851,155518734
5114387,Poohpo0h,275330,BTX',25,99,238156273,24065,802472110,League of Order,-,245948030,177874569,31734406,18680998,9866300,3000954,741248186,845,324160,232544,310,880710252,624852432,588692856,5134210876,57,3417951089,687,80709,13440597538,11693639842,7043402387,6800933571,-,380041493,352594924,25933895,11369280,32252725
17392879,Up Apa,305335,WB_A,25,249,236626755,24065,919148302,Wilderburg,-,239398025,175778746,31732531,18680998,10434480,5984096,524865007,608,165870,115052,535,927429366,675074294,380775803,2859600726,321,2139399857,431,100149,31119710150,31869534235,19979078676,18864377034,-,247713243,589520694,43213671,9704621,28423711
4833590,BɑBɑ,275330,BTX',25,99,236105273,24065,1022577133,Wilderburg,-,236105273,174923099,31734406,18680998,10766770,1420601,591498060,214,205771,222030,527,828929795,524494861,552065702,1582394247,148,698586712,158,116432,14690346084,10297474523,7227835825,7706853026,-,308131933,593400167,27510004,13400451,79908927
11537218,大老BAO,339030,wAo,25,92,235457905,24065,2074384577,Wilderburg,-,277265797,174502581,31734406,18680998,10539920,5933210,989856723,888,220995,325969,886,771007917,501915186,202902260,7104653003,209,23899958121,4828,100906,17341592773,16311915978,12854971710,5496063739,-,714132837,1090270772,92459816,34734619,142309624
2912685,Mᴀᴠᴇɢᴀᴅᴏʀᵒʳᶜᵃ,302194,TFS,25,40,235237710,24065,1320848428,Springwardens,-,251033368,172841666,31734406,18680998,11554580,6791560,886245245,2368,243748,253273,1592,494941816,468094030,312336415,3935379930,18374,1235852328,267,171050,25996302633,25477106264,18750396059,16829699442,-,531419031,628304540,20525485,14759494,124625449
16641337,Mat 야 돈,275330,BTX',25,99,235085087,24065,1663721617,League of Order,-,235088687,173194338,31732531,18680998,11477220,1827286,528699652,265,53922,399963,376,879935894,1329368427,218927005,5674209562,22,486478946,102,65280,21535898770,26791340873,21690126938,15861772636,-,658008536,782222649,31526235,6487014,185378232
7436813,Swes x Yhwach,302194,TFS,25,40,234395117,24065,574571505,League of Order,-,264206815,173886763,31734406,18680998,10092950,4826155,510612547,258,219717,172891,487,42021407,55121234,50428651,1350978959,84,2581158,6,52415,13549703337,14017024548,8090430564,8885237907,-,285643038,239019353,8838495,4258220,36647179
11168021,Kingsway,305335,WB_A,25,249,233957217,24065,964226529,League of Order,-,248299897,173096698,31732531,18680998,10446990,6341533,677004549,342,171784,357245,729,1905765829,2022423450,1014270203,6046443080,257,4045190105,810,108533,20752531075,20699587282,14126753636,12050197717,-,517297572,374924538,14269718,8304425,49249787
